Symbol,Week_1_2025-09-12,Week_2_2025-09-19,Week_3_2025-09-26,Week_4_2025-10-03,Week_5_2025-10-10,Week_6_2025-10-17,Week_7_2025-10-24,Week_8_2025-10-31,Week_9_2025-11-07,Week_10_2025-11-14,Week_11_2025-11-21,Week_12_2025-11-28,Week_13_2025-12-05
IRCTC.NS,"Ticker
IRCTC.NS    717.063477
Name: 2025-09-12, dtype: float64","Ticker
IRCTC.NS    731.361023
Name: 2025-09-19, dtype: float64","Ticker
IRCTC.NS    698.099243
Name: 2025-09-26, dtype: float64","Ticker
IRCTC.NS    702.468018
Name: 2025-10-03, dtype: float64","Ticker
IRCTC.NS    710.60968
Name: 2025-10-10, dtype: float64","Ticker
IRCTC.NS    714.184021
Name: 2025-10-17, dtype: float64","Ticker
IRCTC.NS    709.716064
Name: 2025-10-24, dtype: float64","Ticker
IRCTC.NS    713.588318
Name: 2025-10-31, dtype: float64","Ticker
IRCTC.NS    699.141846
Name: 2025-11-07, dtype: float64","Ticker
IRCTC.NS    700.28363
Name: 2025-11-14, dtype: float64","Ticker
IRCTC.NS    690.400024
Name: 2025-11-21, dtype: float64","Ticker
IRCTC.NS    686.700012
Name: 2025-11-28, dtype: float64","Ticker
IRCTC.NS    671.75
Name: 2025-12-05, dtype: float64"
INTELLECT.NS,"Ticker
INTELLECT.NS    1021.950012
Name: 2025-09-12, dtype: float64","Ticker
INTELLECT.NS    1061.150024
Name: 2025-09-19, dtype: float64","Ticker
INTELLECT.NS    986.150024
Name: 2025-09-26, dtype: float64","Ticker
INTELLECT.NS    986.099976
Name: 2025-10-03, dtype: float64","Ticker
INTELLECT.NS    1008.150024
Name: 2025-10-10, dtype: float64","Ticker
INTELLECT.NS    966.25
Name: 2025-10-17, dtype: float64","Ticker
INTELLECT.NS    997.950012
Name: 2025-10-24, dtype: float64","Ticker
INTELLECT.NS    1133.5
Name: 2025-10-31, dtype: float64","Ticker
INTELLECT.NS    1132.699951
Name: 2025-11-07, dtype: float64","Ticker
INTELLECT.NS    1089.699951
Name: 2025-11-14, dtype: float64","Ticker
INTELLECT.NS    1091.300049
Name: 2025-11-21, dtype: float64","Ticker
INTELLECT.NS    1112.5
Name: 2025-11-28, dtype: float64","Ticker
INTELLECT.NS    1078.699951
Name: 2025-12-05, dtype: float64"
HDFCBANK.NS,"Ticker
HDFCBANK.NS    967.299988
Name: 2025-09-12, dtype: float64","Ticker
HDFCBANK.NS    966.900024
Name: 2025-09-19, dtype: float64","Ticker
HDFCBANK.NS    945.049988
Name: 2025-09-26, dtype: float64","Ticker
HDFCBANK.NS    965.150024
Name: 2025-10-03, dtype: float64","Ticker
HDFCBANK.NS    980.900024
Name: 2025-10-10, dtype: float64","Ticker
HDFCBANK.NS    1002.549988
Name: 2025-10-17, dtype: float64","Ticker
HDFCBANK.NS    994.75
Name: 2025-10-24, dtype: float64","Ticker
HDFCBANK.NS    987.299988
Name: 2025-10-31, dtype: float64","Ticker
HDFCBANK.NS    982.299988
Name: 2025-11-07, dtype: float64","Ticker
HDFCBANK.NS    989.599976
Name: 2025-11-14, dtype: float64","Ticker
HDFCBANK.NS    998.049988
Name: 2025-11-21, dtype: float64","Ticker
HDFCBANK.NS    1007.599976
Name: 2025-11-28, dtype: float64","Ticker
HDFCBANK.NS    1006.900024
Name: 2025-12-05, dtype: float64"
GPIL.NS,"Ticker
GPIL.NS    244.070007
Name: 2025-09-12, dtype: float64","Ticker
GPIL.NS    261.709991
Name: 2025-09-19, dtype: float64","Ticker
GPIL.NS    256.51001
Name: 2025-09-26, dtype: float64","Ticker
GPIL.NS    247.389999
Name: 2025-10-03, dtype: float64","Ticker
GPIL.NS    243.539993
Name: 2025-10-10, dtype: float64","Ticker
GPIL.NS    249.600006
Name: 2025-10-17, dtype: float64","Ticker
GPIL.NS    263.480011
Name: 2025-10-24, dtype: float64","Ticker
GPIL.NS    283.73999
Name: 2025-10-31, dtype: float64","Ticker
GPIL.NS    274.649994
Name: 2025-11-07, dtype: float64","Ticker
GPIL.NS    276.700012
Name: 2025-11-14, dtype: float64","Ticker
GPIL.NS    241.699997
Name: 2025-11-21, dtype: float64","Ticker
GPIL.NS    235.199997
Name: 2025-11-28, dtype: float64","Ticker
GPIL.NS    232.050003
Name: 2025-12-05, dtype: float64"
ZEEL.NS,"Ticker
ZEEL.NS    116.300003
Name: 2025-09-12, dtype: float64","Ticker
ZEEL.NS    116.449997
Name: 2025-09-19, dtype: float64","Ticker
ZEEL.NS    112.589996
Name: 2025-09-26, dtype: float64","Ticker
ZEEL.NS    113.900002
Name: 2025-10-03, dtype: float64","Ticker
ZEEL.NS    111.419998
Name: 2025-10-10, dtype: float64","Ticker
ZEEL.NS    105.370003
Name: 2025-10-17, dtype: float64","Ticker
ZEEL.NS    104.769997
Name: 2025-10-24, dtype: float64","Ticker
ZEEL.NS    100.580002
Name: 2025-10-31, dtype: float64","Ticker
ZEEL.NS    98.800003
Name: 2025-11-07, dtype: float64","Ticker
ZEEL.NS    100.480003
Name: 2025-11-14, dtype: float64","Ticker
ZEEL.NS    98.059998
Name: 2025-11-21, dtype: float64","Ticker
ZEEL.NS    101.470001
Name: 2025-11-28, dtype: float64","Ticker
ZEEL.NS    97.120003
Name: 2025-12-05, dtype: float64"
REDINGTON.NS,"Ticker
REDINGTON.NS    243.800003
Name: 2025-09-12, dtype: float64","Ticker
REDINGTON.NS    299.730011
Name: 2025-09-19, dtype: float64","Ticker
REDINGTON.NS    264.829987
Name: 2025-09-26, dtype: float64","Ticker
REDINGTON.NS    279.850006
Name: 2025-10-03, dtype: float64","Ticker
REDINGTON.NS    290.100006
Name: 2025-10-10, dtype: float64","Ticker
REDINGTON.NS    268.899994
Name: 2025-10-17, dtype: float64","Ticker
REDINGTON.NS    264.049988
Name: 2025-10-24, dtype: float64","Ticker
REDINGTON.NS    253.75
Name: 2025-10-31, dtype: float64","Ticker
REDINGTON.NS    292.0
Name: 2025-11-07, dtype: float64","Ticker
REDINGTON.NS    294.700012
Name: 2025-11-14, dtype: float64","Ticker
REDINGTON.NS    284.799988
Name: 2025-11-21, dtype: float64","Ticker
REDINGTON.NS    281.100006
Name: 2025-11-28, dtype: float64","Ticker
REDINGTON.NS    271.350006
Name: 2025-12-05, dtype: float64"
SKFINDIA.NS,"Ticker
SKFINDIA.NS    4826.899902
Name: 2025-09-12, dtype: float64","Ticker
SKFINDIA.NS    4833.399902
Name: 2025-09-19, dtype: float64","Ticker
SKFINDIA.NS    4713.100098
Name: 2025-09-26, dtype: float64","Ticker
SKFINDIA.NS    4880.899902
Name: 2025-10-03, dtype: float64","Ticker
SKFINDIA.NS    4865.399902
Name: 2025-10-10, dtype: float64","Ticker
SKFINDIA.NS    2219.600098
Name: 2025-10-17, dtype: float64","Ticker
SKFINDIA.NS    2199.300049
Name: 2025-10-24, dtype: float64","Ticker
SKFINDIA.NS    2140.800049
Name: 2025-10-31, dtype: float64","Ticker
SKFINDIA.NS    2077.800049
Name: 2025-11-07, dtype: float64","Ticker
SKFINDIA.NS    2045.0
Name: 2025-11-14, dtype: float64","Ticker
SKFINDIA.NS    1960.199951
Name: 2025-11-21, dtype: float64","Ticker
SKFINDIA.NS    1915.599976
Name: 2025-11-28, dtype: float64","Ticker
SKFINDIA.NS    1881.300049
Name: 2025-12-05, dtype: float64"
TITAGARH.NS,"Ticker
TITAGARH.NS    927.5
Name: 2025-09-12, dtype: float64","Ticker
TITAGARH.NS    955.349976
Name: 2025-09-19, dtype: float64","Ticker
TITAGARH.NS    879.25
Name: 2025-09-26, dtype: float64","Ticker
TITAGARH.NS    887.549988
Name: 2025-10-03, dtype: float64","Ticker
TITAGARH.NS    900.150024
Name: 2025-10-10, dtype: float64","Ticker
TITAGARH.NS    866.849976
Name: 2025-10-17, dtype: float64","Ticker
TITAGARH.NS    874.700012
Name: 2025-10-24, dtype: float64","Ticker
TITAGARH.NS    884.549988
Name: 2025-10-31, dtype: float64","Ticker
TITAGARH.NS    843.299988
Name: 2025-11-07, dtype: float64","Ticker
TITAGARH.NS    866.450012
Name: 2025-11-14, dtype: float64","Ticker
TITAGARH.NS    849.799988
Name: 2025-11-21, dtype: float64","Ticker
TITAGARH.NS    826.700012
Name: 2025-11-28, dtype: float64","Ticker
TITAGARH.NS    788.099976
Name: 2025-12-05, dtype: float64"
ASTERDM.NS,"Ticker
ASTERDM.NS    632.049988
Name: 2025-09-12, dtype: float64","Ticker
ASTERDM.NS    650.549988
Name: 2025-09-19, dtype: float64","Ticker
ASTERDM.NS    625.099976
Name: 2025-09-26, dtype: float64","Ticker
ASTERDM.NS    645.650024
Name: 2025-10-03, dtype: float64","Ticker
ASTERDM.NS    685.549988
Name: 2025-10-10, dtype: float64","Ticker
ASTERDM.NS    702.450012
Name: 2025-10-17, dtype: float64","Ticker
ASTERDM.NS    705.799988
Name: 2025-10-24, dtype: float64","Ticker
ASTERDM.NS    678.049988
Name: 2025-10-31, dtype: float64","Ticker
ASTERDM.NS    692.900024
Name: 2025-11-07, dtype: float64","Ticker
ASTERDM.NS    678.099976
Name: 2025-11-14, dtype: float64","Ticker
ASTERDM.NS    650.200012
Name: 2025-11-21, dtype: float64","Ticker
ASTERDM.NS    665.450012
Name: 2025-11-28, dtype: float64","Ticker
ASTERDM.NS    642.0
Name: 2025-12-05, dtype: float64"
BDL.NS,"Ticker
BDL.NS    1565.867554
Name: 2025-09-12, dtype: float64","Ticker
BDL.NS    1631.599976
Name: 2025-09-19, dtype: float64","Ticker
BDL.NS    1497.800049
Name: 2025-09-26, dtype: float64","Ticker
BDL.NS    1560.900024
Name: 2025-10-03, dtype: float64","Ticker
BDL.NS    1537.099976
Name: 2025-10-10, dtype: float64","Ticker
BDL.NS    1540.0
Name: 2025-10-17, dtype: float64","Ticker
BDL.NS    1544.0
Name: 2025-10-24, dtype: float64","Ticker
BDL.NS    1529.900024
Name: 2025-10-31, dtype: float64","Ticker
BDL.NS    1447.699951
Name: 2025-11-07, dtype: float64","Ticker
BDL.NS    1613.800049
Name: 2025-11-14, dtype: float64","Ticker
BDL.NS    1512.699951
Name: 2025-11-21, dtype: float64","Ticker
BDL.NS    1513.599976
Name: 2025-11-28, dtype: float64","Ticker
BDL.NS    1521.699951
Name: 2025-12-05, dtype: float64"
KEC.NS,"Ticker
KEC.NS    876.799988
Name: 2025-09-12, dtype: float64","Ticker
KEC.NS    866.099976
Name: 2025-09-19, dtype: float64","Ticker
KEC.NS    846.049988
Name: 2025-09-26, dtype: float64","Ticker
KEC.NS    854.549988
Name: 2025-10-03, dtype: float64","Ticker
KEC.NS    853.799988
Name: 2025-10-10, dtype: float64","Ticker
KEC.NS    845.5
Name: 2025-10-17, dtype: float64","Ticker
KEC.NS    845.400024
Name: 2025-10-24, dtype: float64","Ticker
KEC.NS    817.75
Name: 2025-10-31, dtype: float64","Ticker
KEC.NS    759.349976
Name: 2025-11-07, dtype: float64","Ticker
KEC.NS    791.549988
Name: 2025-11-14, dtype: float64","Ticker
KEC.NS    699.200012
Name: 2025-11-21, dtype: float64","Ticker
KEC.NS    685.75
Name: 2025-11-28, dtype: float64","Ticker
KEC.NS    704.650024
Name: 2025-12-05, dtype: float64"
POLYMED.NS,"Ticker
POLYMED.NS    2018.655029
Name: 2025-09-12, dtype: float64","Ticker
POLYMED.NS    1996.199951
Name: 2025-09-19, dtype: float64","Ticker
POLYMED.NS    1959.5
Name: 2025-09-26, dtype: float64","Ticker
POLYMED.NS    1910.800049
Name: 2025-10-03, dtype: float64","Ticker
POLYMED.NS    1896.0
Name: 2025-10-10, dtype: float64","Ticker
POLYMED.NS    1905.199951
Name: 2025-10-17, dtype: float64","Ticker
POLYMED.NS    1922.0
Name: 2025-10-24, dtype: float64","Ticker
POLYMED.NS    1999.699951
Name: 2025-10-31, dtype: float64","Ticker
POLYMED.NS    1893.800049
Name: 2025-11-07, dtype: float64","Ticker
POLYMED.NS    1943.0
Name: 2025-11-14, dtype: float64","Ticker
POLYMED.NS    1876.900024
Name: 2025-11-21, dtype: float64","Ticker
POLYMED.NS    1939.099976
Name: 2025-11-28, dtype: float64","Ticker
POLYMED.NS    1892.5
Name: 2025-12-05, dtype: float64"
SAILIFE.NS,"Ticker
SAILIFE.NS    872.700012
Name: 2025-09-12, dtype: float64","Ticker
SAILIFE.NS    913.650024
Name: 2025-09-19, dtype: float64","Ticker
SAILIFE.NS    858.400024
Name: 2025-09-26, dtype: float64","Ticker
SAILIFE.NS    882.599976
Name: 2025-10-03, dtype: float64","Ticker
SAILIFE.NS    861.450012
Name: 2025-10-10, dtype: float64","Ticker
SAILIFE.NS    871.849976
Name: 2025-10-17, dtype: float64","Ticker
SAILIFE.NS    895.049988
Name: 2025-10-24, dtype: float64","Ticker
SAILIFE.NS    918.200012
Name: 2025-10-31, dtype: float64","Ticker
SAILIFE.NS    875.450012
Name: 2025-11-07, dtype: float64","Ticker
SAILIFE.NS    871.950012
Name: 2025-11-14, dtype: float64","Ticker
SAILIFE.NS    861.349976
Name: 2025-11-21, dtype: float64","Ticker
SAILIFE.NS    884.400024
Name: 2025-11-28, dtype: float64","Ticker
SAILIFE.NS    873.299988
Name: 2025-12-05, dtype: float64"
MARICO.NS,"Ticker
MARICO.NS    734.549988
Name: 2025-09-12, dtype: float64","Ticker
MARICO.NS    720.150024
Name: 2025-09-19, dtype: float64","Ticker
MARICO.NS    698.349976
Name: 2025-09-26, dtype: float64","Ticker
MARICO.NS    710.950012
Name: 2025-10-03, dtype: float64","Ticker
MARICO.NS    714.299988
Name: 2025-10-10, dtype: float64","Ticker
MARICO.NS    735.150024
Name: 2025-10-17, dtype: float64","Ticker
MARICO.NS    725.849976
Name: 2025-10-24, dtype: float64","Ticker
MARICO.NS    719.950012
Name: 2025-10-31, dtype: float64","Ticker
MARICO.NS    711.599976
Name: 2025-11-07, dtype: float64","Ticker
MARICO.NS    738.700012
Name: 2025-11-14, dtype: float64","Ticker
MARICO.NS    739.900024
Name: 2025-11-21, dtype: float64","Ticker
MARICO.NS    717.400024
Name: 2025-11-28, dtype: float64","Ticker
MARICO.NS    725.049988
Name: 2025-12-05, dtype: float64"
BPCL.NS,"Ticker
BPCL.NS    311.518158
Name: 2025-09-12, dtype: float64","Ticker
BPCL.NS    322.832703
Name: 2025-09-19, dtype: float64","Ticker
BPCL.NS    317.738708
Name: 2025-09-26, dtype: float64","Ticker
BPCL.NS    334.588104
Name: 2025-10-03, dtype: float64","Ticker
BPCL.NS    331.796234
Name: 2025-10-10, dtype: float64","Ticker
BPCL.NS    329.004303
Name: 2025-10-17, dtype: float64","Ticker
BPCL.NS    323.714386
Name: 2025-10-24, dtype: float64","Ticker
BPCL.NS    349.527283
Name: 2025-10-31, dtype: float64","Ticker
BPCL.NS    367.149994
Name: 2025-11-07, dtype: float64","Ticker
BPCL.NS    371.149994
Name: 2025-11-14, dtype: float64","Ticker
BPCL.NS    364.549988
Name: 2025-11-21, dtype: float64","Ticker
BPCL.NS    359.100006
Name: 2025-11-28, dtype: float64","Ticker
BPCL.NS    356.100006
Name: 2025-12-05, dtype: float64"
ZFCVINDIA.NS,"Ticker
ZFCVINDIA.NS    13433.0
Name: 2025-09-12, dtype: float64","Ticker
ZFCVINDIA.NS    13240.0
Name: 2025-09-19, dtype: float64","Ticker
ZFCVINDIA.NS    12580.0
Name: 2025-09-26, dtype: float64","Ticker
ZFCVINDIA.NS    13569.0
Name: 2025-10-03, dtype: float64","Ticker
ZFCVINDIA.NS    13332.0
Name: 2025-10-10, dtype: float64","Ticker
ZFCVINDIA.NS    13002.0
Name: 2025-10-17, dtype: float64","Ticker
ZFCVINDIA.NS    12890.0
Name: 2025-10-24, dtype: float64","Ticker
ZFCVINDIA.NS    12424.0
Name: 2025-10-31, dtype: float64","Ticker
ZFCVINDIA.NS    12680.0
Name: 2025-11-07, dtype: float64","Ticker
ZFCVINDIA.NS    12688.0
Name: 2025-11-14, dtype: float64","Ticker
ZFCVINDIA.NS    12962.0
Name: 2025-11-21, dtype: float64","Ticker
ZFCVINDIA.NS    13204.0
Name: 2025-11-28, dtype: float64","Ticker
ZFCVINDIA.NS    14778.0
Name: 2025-12-05, dtype: float64"
GRAVITA.NS,"Ticker
GRAVITA.NS    1656.5
Name: 2025-09-12, dtype: float64","Ticker
GRAVITA.NS    1661.400024
Name: 2025-09-19, dtype: float64","Ticker
GRAVITA.NS    1558.199951
Name: 2025-09-26, dtype: float64","Ticker
GRAVITA.NS    1575.900024
Name: 2025-10-03, dtype: float64","Ticker
GRAVITA.NS    1642.400024
Name: 2025-10-10, dtype: float64","Ticker
GRAVITA.NS    1571.0
Name: 2025-10-17, dtype: float64","Ticker
GRAVITA.NS    1679.800049
Name: 2025-10-24, dtype: float64","Ticker
GRAVITA.NS    1667.099976
Name: 2025-10-31, dtype: float64","Ticker
GRAVITA.NS    1710.800049
Name: 2025-11-07, dtype: float64","Ticker
GRAVITA.NS    1742.199951
Name: 2025-11-14, dtype: float64","Ticker
GRAVITA.NS    1704.199951
Name: 2025-11-21, dtype: float64","Ticker
GRAVITA.NS    1823.300049
Name: 2025-11-28, dtype: float64","Ticker
GRAVITA.NS    1802.199951
Name: 2025-12-05, dtype: float64"
APOLLOTYRE.NS,"Ticker
APOLLOTYRE.NS    475.450012
Name: 2025-09-12, dtype: float64","Ticker
APOLLOTYRE.NS    480.649994
Name: 2025-09-19, dtype: float64","Ticker
APOLLOTYRE.NS    479.899994
Name: 2025-09-26, dtype: float64","Ticker
APOLLOTYRE.NS    473.149994
Name: 2025-10-03, dtype: float64","Ticker
APOLLOTYRE.NS    488.25
Name: 2025-10-10, dtype: float64","Ticker
APOLLOTYRE.NS    488.450012
Name: 2025-10-17, dtype: float64","Ticker
APOLLOTYRE.NS    499.799988
Name: 2025-10-24, dtype: float64","Ticker
APOLLOTYRE.NS    501.5
Name: 2025-10-31, dtype: float64","Ticker
APOLLOTYRE.NS    515.400024
Name: 2025-11-07, dtype: float64","Ticker
APOLLOTYRE.NS    518.700012
Name: 2025-11-14, dtype: float64","Ticker
APOLLOTYRE.NS    512.400024
Name: 2025-11-21, dtype: float64","Ticker
APOLLOTYRE.NS    514.0
Name: 2025-11-28, dtype: float64","Ticker
APOLLOTYRE.NS    524.900024
Name: 2025-12-05, dtype: float64"
INFY.NS,"Ticker
INFY.NS    1502.596924
Name: 2025-09-12, dtype: float64","Ticker
INFY.NS    1516.976807
Name: 2025-09-19, dtype: float64","Ticker
INFY.NS    1427.053467
Name: 2025-09-26, dtype: float64","Ticker
INFY.NS    1424.788086
Name: 2025-10-03, dtype: float64","Ticker
INFY.NS    1492.05835
Name: 2025-10-10, dtype: float64","Ticker
INFY.NS    1419.371094
Name: 2025-10-17, dtype: float64","Ticker
INFY.NS    1502.400024
Name: 2025-10-24, dtype: float64","Ticker
INFY.NS    1482.300049
Name: 2025-10-31, dtype: float64","Ticker
INFY.NS    1476.800049
Name: 2025-11-07, dtype: float64","Ticker
INFY.NS    1502.800049
Name: 2025-11-14, dtype: float64","Ticker
INFY.NS    1545.0
Name: 2025-11-21, dtype: float64","Ticker
INFY.NS    1560.099976
Name: 2025-11-28, dtype: float64","Ticker
INFY.NS    1625.0
Name: 2025-12-05, dtype: float64"
NATCOPHARM.NS,"Ticker
NATCOPHARM.NS    860.64209
Name: 2025-09-12, dtype: float64","Ticker
NATCOPHARM.NS    882.652222
Name: 2025-09-19, dtype: float64","Ticker
NATCOPHARM.NS    819.266968
Name: 2025-09-26, dtype: float64","Ticker
NATCOPHARM.NS    821.063721
Name: 2025-10-03, dtype: float64","Ticker
NATCOPHARM.NS    844.271729
Name: 2025-10-10, dtype: float64","Ticker
NATCOPHARM.NS    824.707153
Name: 2025-10-17, dtype: float64","Ticker
NATCOPHARM.NS    823.409485
Name: 2025-10-24, dtype: float64","Ticker
NATCOPHARM.NS    818.418518
Name: 2025-10-31, dtype: float64","Ticker
NATCOPHARM.NS    801.049927
Name: 2025-11-07, dtype: float64","Ticker
NATCOPHARM.NS    811.181641
Name: 2025-11-14, dtype: float64","Ticker
NATCOPHARM.NS    864.799988
Name: 2025-11-21, dtype: float64","Ticker
NATCOPHARM.NS    877.25
Name: 2025-11-28, dtype: float64","Ticker
NATCOPHARM.NS    949.25
Name: 2025-12-04, dtype: float64"
GSPL.NS,"Ticker
GSPL.NS    308.149994
Name: 2025-09-12, dtype: float64","Ticker
GSPL.NS    314.350006
Name: 2025-09-19, dtype: float64","Ticker
GSPL.NS    310.899994
Name: 2025-09-26, dtype: float64","Ticker
GSPL.NS    325.350006
Name: 2025-10-03, dtype: float64","Ticker
GSPL.NS    320.350006
Name: 2025-10-10, dtype: float64","Ticker
GSPL.NS    315.350006
Name: 2025-10-17, dtype: float64","Ticker
GSPL.NS    313.950012
Name: 2025-10-24, dtype: float64","Ticker
GSPL.NS    309.649994
Name: 2025-10-31, dtype: float64","Ticker
GSPL.NS    299.5
Name: 2025-11-07, dtype: float64","Ticker
GSPL.NS    302.149994
Name: 2025-11-14, dtype: float64","Ticker
GSPL.NS    298.200012
Name: 2025-11-21, dtype: float64","Ticker
GSPL.NS    287.5
Name: 2025-11-28, dtype: float64","Ticker
GSPL.NS    294.600006
Name: 2025-12-05, dtype: float64"
KEI.NS,"Ticker
KEI.NS    4125.899902
Name: 2025-09-12, dtype: float64","Ticker
KEI.NS    4200.0
Name: 2025-09-19, dtype: float64","Ticker
KEI.NS    4049.300049
Name: 2025-09-26, dtype: float64","Ticker
KEI.NS    4037.199951
Name: 2025-10-03, dtype: float64","Ticker
KEI.NS    4278.200195
Name: 2025-10-10, dtype: float64","Ticker
KEI.NS    4131.100098
Name: 2025-10-17, dtype: float64","Ticker
KEI.NS    4125.700195
Name: 2025-10-24, dtype: float64","Ticker
KEI.NS    4032.0
Name: 2025-10-31, dtype: float64","Ticker
KEI.NS    3936.800049
Name: 2025-11-07, dtype: float64","Ticker
KEI.NS    4112.799805
Name: 2025-11-14, dtype: float64","Ticker
KEI.NS    4080.399902
Name: 2025-11-21, dtype: float64","Ticker
KEI.NS    4145.600098
Name: 2025-11-28, dtype: float64","Ticker
KEI.NS    4139.0
Name: 2025-12-05, dtype: float64"
DCMSHRIRAM.NS,"Ticker
DCMSHRIRAM.NS    1222.056519
Name: 2025-09-12, dtype: float64","Ticker
DCMSHRIRAM.NS    1251.772827
Name: 2025-09-19, dtype: float64","Ticker
DCMSHRIRAM.NS    1150.358521
Name: 2025-09-26, dtype: float64","Ticker
DCMSHRIRAM.NS    1192.539673
Name: 2025-10-03, dtype: float64","Ticker
DCMSHRIRAM.NS    1194.234863
Name: 2025-10-10, dtype: float64","Ticker
DCMSHRIRAM.NS    1230.931519
Name: 2025-10-17, dtype: float64","Ticker
DCMSHRIRAM.NS    1221.258667
Name: 2025-10-24, dtype: float64","Ticker
DCMSHRIRAM.NS    1277.599976
Name: 2025-10-31, dtype: float64","Ticker
DCMSHRIRAM.NS    1243.900024
Name: 2025-11-07, dtype: float64","Ticker
DCMSHRIRAM.NS    1236.400024
Name: 2025-11-14, dtype: float64","Ticker
DCMSHRIRAM.NS    1268.5
Name: 2025-11-21, dtype: float64","Ticker
DCMSHRIRAM.NS    1216.0
Name: 2025-11-28, dtype: float64","Ticker
DCMSHRIRAM.NS    1231.0
Name: 2025-12-05, dtype: float64"
JYOTICNC.NS,"Ticker
JYOTICNC.NS    900.150024
Name: 2025-09-12, dtype: float64","Ticker
JYOTICNC.NS    953.900024
Name: 2025-09-19, dtype: float64","Ticker
JYOTICNC.NS    868.950012
Name: 2025-09-26, dtype: float64","Ticker
JYOTICNC.NS    920.849976
Name: 2025-10-03, dtype: float64","Ticker
JYOTICNC.NS    964.400024
Name: 2025-10-10, dtype: float64","Ticker
JYOTICNC.NS    922.900024
Name: 2025-10-17, dtype: float64","Ticker
JYOTICNC.NS    905.650024
Name: 2025-10-24, dtype: float64","Ticker
JYOTICNC.NS    864.0
Name: 2025-10-31, dtype: float64","Ticker
JYOTICNC.NS    886.150024
Name: 2025-11-07, dtype: float64","Ticker
JYOTICNC.NS    955.349976
Name: 2025-11-14, dtype: float64","Ticker
JYOTICNC.NS    992.150024
Name: 2025-11-21, dtype: float64","Ticker
JYOTICNC.NS    1010.25
Name: 2025-11-28, dtype: float64","Ticker
JYOTICNC.NS    959.099976
Name: 2025-12-05, dtype: float64"
LTTS.NS,"Ticker
LTTS.NS    4198.410645
Name: 2025-09-12, dtype: float64","Ticker
LTTS.NS    4326.654785
Name: 2025-09-19, dtype: float64","Ticker
LTTS.NS    4041.390869
Name: 2025-09-26, dtype: float64","Ticker
LTTS.NS    4271.195312
Name: 2025-10-03, dtype: float64","Ticker
LTTS.NS    4298.477051
Name: 2025-10-10, dtype: float64","Ticker
LTTS.NS    4136.777832
Name: 2025-10-17, dtype: float64","Ticker
LTTS.NS    4154.700195
Name: 2025-10-24, dtype: float64","Ticker
LTTS.NS    4118.799805
Name: 2025-10-31, dtype: float64","Ticker
LTTS.NS    4089.199951
Name: 2025-11-07, dtype: float64","Ticker
LTTS.NS    4086.5
Name: 2025-11-14, dtype: float64","Ticker
LTTS.NS    4265.399902
Name: 2025-11-21, dtype: float64","Ticker
LTTS.NS    4440.399902
Name: 2025-11-28, dtype: float64","Ticker
LTTS.NS    4701.0
Name: 2025-12-05, dtype: float64"
CGCL.NS,"Ticker
CGCL.NS    186.039993
Name: 2025-09-12, dtype: float64","Ticker
CGCL.NS    190.660004
Name: 2025-09-19, dtype: float64","Ticker
CGCL.NS    185.259995
Name: 2025-09-26, dtype: float64","Ticker
CGCL.NS    189.339996
Name: 2025-10-03, dtype: float64","Ticker
CGCL.NS    189.759995
Name: 2025-10-10, dtype: float64","Ticker
CGCL.NS    192.100006
Name: 2025-10-17, dtype: float64","Ticker
CGCL.NS    204.960007
Name: 2025-10-24, dtype: float64","Ticker
CGCL.NS    203.029999
Name: 2025-10-31, dtype: float64","Ticker
CGCL.NS    196.490005
Name: 2025-11-07, dtype: float64","Ticker
CGCL.NS    198.350006
Name: 2025-11-14, dtype: float64","Ticker
CGCL.NS    190.669998
Name: 2025-11-21, dtype: float64","Ticker
CGCL.NS    188.139999
Name: 2025-11-28, dtype: float64","Ticker
CGCL.NS    187.039993
Name: 2025-12-05, dtype: float64"
BOSCHLTD.NS,"Ticker
BOSCHLTD.NS    39885.0
Name: 2025-09-12, dtype: float64","Ticker
BOSCHLTD.NS    39790.0
Name: 2025-09-19, dtype: float64","Ticker
BOSCHLTD.NS    38150.0
Name: 2025-09-26, dtype: float64","Ticker
BOSCHLTD.NS    38630.0
Name: 2025-10-03, dtype: float64","Ticker
BOSCHLTD.NS    38625.0
Name: 2025-10-10, dtype: float64","Ticker
BOSCHLTD.NS    38755.0
Name: 2025-10-17, dtype: float64","Ticker
BOSCHLTD.NS    38585.0
Name: 2025-10-24, dtype: float64","Ticker
BOSCHLTD.NS    37245.0
Name: 2025-10-31, dtype: float64","Ticker
BOSCHLTD.NS    36810.0
Name: 2025-11-07, dtype: float64","Ticker
BOSCHLTD.NS    36955.0
Name: 2025-11-14, dtype: float64","Ticker
BOSCHLTD.NS    36500.0
Name: 2025-11-21, dtype: float64","Ticker
BOSCHLTD.NS    36110.0
Name: 2025-11-28, dtype: float64","Ticker
BOSCHLTD.NS    36965.0
Name: 2025-12-05, dtype: float64"
